,name,keyword,additional_regex,category,subcategory,location,year,funding,website,summary
899,Stability.ai,stability.ai,,Applications - Horizontal,Image,United Kingdom,2019,$101M,https://stability.ai/,"Stability AI develops open AI models for image, language, audio, video, 3D, and biology. It is the developer of Stable Diffusion, a powerful, free and open-source text-to-image generator. It was founded in 2019 and is based in London, U.K."
1246,Stable Diffusion,stable diffusion,,Open Source Infrastructure,AI Models & Architectures,,,,https://github.com/CompVis/stable-diffusion,"A latent text-to-image diffusion model
"
1211,Stan,stan,,Open Source Infrastructure,Stat Tools & Languages,,,,https://mc-stan.org/,"
"
437,Starburst,starburst,,Analytics,Query Engine,United States,2017,$414M,https://www.starburst.io/,"Starburst is an analytics anywhere company. It provides a distributed SQL query engine. With the ability to connect to a wide variety of data sources, companies use Presto to power large-scale, interactive analytics without the need to move their data. Starburst was previously known as Project Flex. The company was founded in 2017 and is based in Boston, Massachusetts."
123,Stardog,stardog,,Infrastructure,Graph DBs,United States,2015,$24.84M,https://www.stardog.com/,"Stardog uses smart graph technology to unify heterogeneous, disparate data across the enterprise. With Stardog, companies can unify data into a coherent graph-based model that allows business logic and data sources to evolve independently.
"
38,StarRocks,starrocks,,Infrastructure,Data Warehouses,United States,2020,,https://www.starrocks.io/,"StarRocks offers real-time SQL engines for enterprise-scale analytics. It was founded in 2020 and is based in San Francisco, California."
112,Startree,startree,,Infrastructure,Real Time Databases,United States,2019,$75M,https://startree.ai/,"StarTree operates a real-time analytics platform to power both enterprise and user-facing analytics applications. Its platform helps its users manage their real-time analytics and allows them to onboard more data and applications across additional use cases. It was formerly known as CortexData. The firm was founded in 2019 and is based in Mountain View, California."
1083,Stem,stem,,Applications - Industry,Industrial & Logistics,United States,2009,$583.5M,https://www.stem.com/,"Stem combines big data, predictive analytics and energy storage to reduce electric costs for businesses and in aggregate, deliver services to the grid.
"
222,Stemma,stemma,,Infrastructure,Data Governance & Catalog,United States,2020,$4.8M,https://www.stemma.ai/,"Stemma is a fully managed data catalog powered by Amundsen, an open-source data catalog.
"
843,Stenography,stenography,,Applications - Horizontal,Code & Documentation,,,,https://stenography.dev/,"
"
761,StepStone,stepstone,,Applications - Enterprise,Human Capital,Germany,1996,,https://www.stepstone.com/en/,"StepStone is an independent online recruitment site, publishing job opportunities across Europe every day, and offering recruiters a range of services to help fill their vacancies with quality people, quickly and efficiently.
"
169,Stitch,stitch,,Infrastructure,ETL/ELT/Data Transformation,United States,2016,,https://www.stitchdata.com/,"Stitch is an ETL service built for developers. It connects to tools like Salesforce and Facebook Ads, and consolidates that data into a central location where it's ready for analysis.
"
1325,StockTwits,stocktwits,,Data Sources & APIs,Financial & Market Data,United States,2008,$43.21M,https://stocktwits.com/,"StockTwits is a financial communications platform for the financial and investing community. StockTwits created the $TICKER tag to enable and organize ""streams"" of information around stocks and markets across the web and social media. These streams provide new forms of insight, ideas, and information that are used by investors, analysts, media, and others as they research stocks and manage their investments.
"
1197,Storm,storm,,Open Source Infrastructure,Streaming & Messaging,,,,https://github.com/apache/storm,"Mirror of Apache Storm
"
212,Stratio,stratio,,Infrastructure,Data Governance & Catalog,Spain,2014,$81.6M,https://www.stratio.com/home,"Stratio offers data intelligence solutions for the banking, energy, healthcare, insurance, and retail sectors. It offers cloud adoption-assisted mapping, ontologies and knowledge graphs, data marketplace, augmented analytics AI and ML suite, and an on-demand application. The company was founded in 2014 and is based in Madrid, Spain."
349,Streamlit,streamlit,,Analytics,Analytics - Visualization,United States,2018,$62M,https://streamlit.io/,"Streamlit is an app framework specifically for machine learning and data science teams. Streamlit aims to turn data scripts into shareable web apps in pure Python. On March 2nd, 2022, Streamlit was acquired by Snowflake at a valuation of $800M."
72,StreamNative,streamnative,,Infrastructure,Streaming/In-Memory,United States,2019,$23M,https://streamnative.io/,"StreamNative develops an event streaming platform that aims to enable companies to leverage enterprise data as real-time event streams to develop and launch new products and services.
"
184,StreamSets,streamsets,,Infrastructure,Data Integration,United States,2014,$77.75M,https://streamsets.com/,"StreamSets provides data ingest technology for big data applications. Its enterprise-grade infrastructure accelerates data analysis and decision-making by bringing unprecedented transparency and event processing to data in motion. On February 28th, 2022, StreamSets was acquired by Software AG. The terms of the transaction were not disclosed."
1093,Streetlight Data,streetlight data,,Applications - Industry,Gov't & Intelligence,United States,2011,$40.53M,https://www.streetlightdata.com/,"StreetLight Data makes it easy and intuitive to use big data for transportation and urban planning, retail, and real estate. The company transforms trillions of anonymous location records from mobile devices into analytics that describe group travel patterns. Its easy-to-use online platform, StreetLight InSight, takes the hassle out of using big data. It lets you design, visualize, and download custom metrics in just a few mouse clicks. On February 7th, 2022, StreetLight Data was acquired by Jacobs. Terms of the transaction were not disclosed."
64,Striim,striim,,Infrastructure,Streaming/In-Memory,United States,2013,$92.5M,https://www.striim.com/,"Striim is an end-to-end streaming integration and intelligence platform. Striim specializes in multi-stream data integration and real-time Change Data Capture (CDC) across a wide variety of data sources including transaction/change data, events, log files, application and IoT sensor data. With data pipelines in-place, the Striim platform makes streaming analytics easy. Enterprises can detect anomalies, identify and visualize events of interest, and trigger alerts and workflows – all in-time and in-context.
"
856,Subtxt,subtxt,,Applications - Horizontal,Text,,,,https://subtxt.app/,"
"
862,Sudowrite,sudowrite,,Applications - Horizontal,Text,United States,,,https://www.sudowrite.com/,"Sudowrite, founded in 2020, develops an AI tool to help writers generate endless possibilities based on their plots. The company's software breaks through writer's block and invents clever narrative twists, enabling fiction writers to unleash their creative potential using the writing AI collaborator tool. It is based in Los Angeles, California."
857,Summari,summari,,Applications - Horizontal,Text,,,,https://www.summari.com/,"
"
411,Sumologic,sumologic,,Analytics,Log Analytics,United States,2010,$345.5M,https://www.sumologic.com/,"Sumo Logic (NASDAQ: SUMO) develops software, which helps organizations address the challenges and opportunities presented by digital transformation, applications development, and cloud computing. The platform assists organizations to automate the collection, ingestion, and analysis of application, infrastructure, security, and IoT data. The company was founded in 2010 and is based in Redwood City, California."
147,Supabase,supabase,,Infrastructure,Database Abstraction,Singapore,2020,$116.63M,https://supabase.com/,Supabase develops an open-source alternative to Google's Firebase. The firm helps developers by providing a Postgres database with a self-documenting API based on the data inside. The company is based in Singapore and was founded in 2020.
505,super.ai,super.ai,,Machine Learning & Artificial Intelligence,Data Generation & Labelling,United States,2017,$18.13M,https://super.ai/,"Super.AI develops an AI enablement platform that accelerates machine learning projects by using AI and humans to generate, structure, and label any type of data. The firm's products include unstructured data processing, intelligent document processing, Super.Redact, Super.Classify, Super.Extract, and Super.Answer. Super.AI primarily serves the financial services, insurance, and retail industries. It was founded in 2017 and is based in Bellevue, Washington."
512,SuperAnnotate,superannotate,,Machine Learning & Artificial Intelligence,Data Generation & Labelling,United States,2018,$17.5M,https://www.superannotate.com/,"SuperAnnotate AI develops an end-to-end platform to annotate, train, and automate AI. The company designs AI-powered image and video annotation software solutions for industries. It serves clients in the Agriculture, Autonomous Driving, Robotics, Aerial Imagery, NLP, Healthcare, Sports, Insurance, and Security industries. SuperAnnotate was founded in 2018 and is based in Sunnyvale, California."
515,Superb AI,superb ai,,Machine Learning & Artificial Intelligence,Data Generation & Labelling,United States,2018,$26.98M,https://www.superb-ai.com/,"Superb AI uses AI to customize training data for large tech companies. The company's Superb AI Suite is an enterprise SaaS platform built to help ML engineers, product teams, researchers, and data annotators create efficient training data workflows through its filter and search, auto-labeling AI, and ML Ops integration solutions. It was founded in 2018 and is based in San Mateo, California."
1289,Superset,superset,,Open Source Infrastructure,Open Source Infra - Visualizations,,,,https://github.com/apache/superset,"Apache Superset is a Data Visualization and Data Exploration Platform
"
869,Supertone,supertone,,Applications - Horizontal,Audio & Voice,South Korea,2020,$3.57M,https://supertone.ai/,"Supertone develops singing and acting voice separation and synthesis technology that assists creators, screenwriters, voice actors, actors, audiobook publishers, producers, brand designers, character designers, artists, and filmmakers to create human-like, realistic, and expressive voices. Its technology offerings include voice synthesis, voice separation, voice cloning, and enhancement technology for singing and acting. The company was founded in 2020 and is based in Seoul, South Korea. In January 2023, HYBE acquired a majority stake in Supertone for $36.5M."
150,SurrealDB,surrealdb,,Infrastructure,Database Abstraction,United Kingdom,2021,$6M,https://surrealdb.com/,"SurrealDB is a powerful multi-model database, built for the cloud, and designed to improve the development process of traditional and modern applications. It offers an SQL-style query language, real-time queries with highly-efficient related data retrieval, advanced security permissions for multi-tenant access, and support for performant analytical workloads. The company was founded in 2021 and is based in London, United Kingdom."
1372,Sustainalytics,sustainalytics,,Data Sources & APIs,ESG,Canada,1992,,https://www.sustainalytics.com/,"Sustainalytics is an independent ESG and corporate governance research, ratings, and analysis firm supporting investors around the world with the development and implementation of responsible investment strategies. With offices globally, Sustainalytics partners with institutional investors who integrate environmental, social, and governance information and assessments into their investment processes. On April 21, 2020, Sustainalytics was acquired by MorningStar at a valuation of $98.83M."
999,Syapse,syapse,,Applications - Industry,Healthcare,United States,2008,$204.5M,https://syapse.com/,"Syapse develops software for aggregating and structuring biomedical data. It combines data intelligence, insight analytics and applied experience through healthcare organizations looking to transform patients’ lives using real-world evidence. The company was founded in 2008 and is based in San Francisco, California."
979,Syllable.ai,syllable.ai,,Applications - Industry,Healthcare,United States,2016,$81.21M,https://syllable.ai/,"Syllable enables engaging, conversational experiences on a website or mobile app using artificial intelligence. The AI automates answering patient inquiries, educating patients about services, and physician referrals, collecting data through forms, and scheduling appointments. It was founded in 2016 and is based in Sunnyvale, California."
962,Symphony AI Sensa,symphony ai sensa,,Applications - Industry,Finance & Insurance,United States,2008,,https://symphonysensa.com/,"SymphonyAI Sensa provides solutions for anti-money laundering and fraud. It specialises in financial crime and fraud prevention, KYK intelligence and AI Innovation. It innovates in machine learning, big data, machine intelligence, advanced analytics, data science, risk management, stress testing, and fintech.
"
397,Syncari,syncari,,Analytics,Customer Data Platforms,United States,2019,$23.8M,https://syncari.com/,"Syncari is a modern data automation platform that helps businesses solve costly data inconsistencies and integration challenges revenue teams face today.
"
254,Synq,synq,,Infrastructure,Data Quality & Observability,United Kingdom,2022,$3.5M,https://www.synq.io/,"Synq is a platform helping data practitioners build reliability throughout the entire development life-cycle, from planning to production.
"
1337,Synspective,synspective,,Data Sources & APIs,Air/Space/Sea,Japan,2018,$178.42M,https://synspective.com/,"Synspective provides geo-solutions based on satellite imagery. The company gathers broad and high-frequency monitoring data from its own Synthetic Aperture Radar (SAR) satellite constellation and extracts information using machine learning technology to enable better decision-making and action by companies and governments. The information has multiple benefits such as visualization and prediction of economic activity, monitoring of terrain and structures, and immediate understanding of disaster situations.
"
924,Synthesia,synthesia,,Applications - Horizontal,Video Generation,United Kingdom,2017,$65.69M,https://www.synthesia.io/,"Synthesia develops video synthesis technology that empowers video production for advertising agencies, marketing campaigns, corporate communications, and e-learning companies. The company was founded in 2017 and is based in London, U.K."
641,Syntiant,syntiant,,Machine Learning & Artificial Intelligence,AI Hardware,United States,2017,$121.56M,https://www.syntiant.com/,"Syntiant uses low power semiconductors to move machine learning from the cloud to the edge device enabling artificial intelligence for sensor, voice, and video applications in most battery-powered products. The company has put its technology to work developing more intelligent hearing aids. The company was founded in 2017 and is based in Irvine, California."
1408,System 2,system 2,,Data & AI Consulting,Data & AI Consulting,,,,https://www.sstm2.com/,
351,Tableau,tableau,,Analytics,Analytics - Visualization,United States,2003,$15M,https://www.tableau.com/,"Tableau Software is a provider of visual analysis and reporting solutions. Its flagship product is used by managers, business intelligence professionals, business analysts, strategic consultants, financial professionals, market researchers, scientists and engineers in nearly every industry. The company was founded in 2003 and is based in Seattle, Washington."
839,Tabnine,tabnine,,Applications - Horizontal,Code & Documentation,Israel,$15.5M,,https://www.tabnine.com/,"TabNine is an all-language autocompleter. It uses deep learning to help you write code faster. On December 16, 2019, TabNine was acquired by Codota. The terms of the transaction were not disclosed."
41,Tabular,tabular,,Infrastructure,Data Warehouses,United States,,,https://tabular.io/,"Tabular is a cloud-native data platform designed to automate maintenance and optimization of data. It was founded in 2021 and is based in San Jose, California."
705,Tact.ai,tact.ai,,Applications - Enterprise,Sales,United States,2012,$87.7M,https://www.tact.ai/,"Tact.ai offers customers an AI platform for sales that unifies data from various systems as a single dashboard and pushes intelligence in the form of notifications to sellers in the field. With the Tact.ai Assistant, companies can use AI to improve sales productivity and speed up their workflow by automatically capturing critical data regarding contracts, customer meetings, and next steps in the sales pipeline and alerting the seller to act on the top priority actions through their mobile device.
"
961,Taktile,taktile,,Applications - Industry,Finance & Insurance,Germany,2020,$24.7M,https://www.taktile.com/,"Taktile offers a platform that connects, augments, and governs data from sources including Enterprise Resource Planning (ERP), customer relationship management (CRM), and events such as customer interactions and transactions. It provides consumer lending, commercial lending, and insurance underwriting solutions. The company was founded in 2020 and is based in Berlin, Germany."
157,Talend,talend,,Infrastructure,ETL/ELT/Data Transformation,United States,2005,$105.5M,https://www.talend.com/,"Talend provides integration that truly scales. From small projects to enterprise-wide implementations, Talend's highly-scalable data, application, and business process integration platform maximizes the value of an organization's information assets and optimizes return on investment through a usage-based subscription model.
"
244,Talend,talend,,Infrastructure,Data Quality & Observability,United States,2005,$105.5M,https://www.talend.com/,"Talend provides integration that truly scales. From small projects to enterprise-wide implementations, Talend's highly-scalable data, application, and business process integration platform maximizes the value of an organization's information assets and optimizes return on investment through a usage-based subscription model.
"
164,tamr,tamr,,Infrastructure,ETL/ELT/Data Transformation,United States,2013,$69.2M,https://www.tamr.com/,"Tamr connects and enriches the vast reserves of underutilized internal and external data, so enterprises can use all their data for analytics. Tamr combines machine learning algorithms with human insight to identify sources, understand relationships and curate the massive variety of siloed data. The company was formerly known as DataTamer and changed its name to Tamr. The company was founded in 2013 and is based in Cambridge, Massachusetts."
1272,Tantivy,tantivy,,Open Source Infrastructure,Open Source Infra - Search,,,,https://github.com/quickwit-oss/tantivy,"Tantivy is a full-text search engine library inspired by Apache Lucene and written in Rust
"
1058,Taranis,taranis,,Applications - Industry,Agriculture,Israel,2014,$99.5M,https://www.taranis.com/,"Taranis, a precision agriculture intelligence platform, helps farmers increase their yields and effectively monitor their fields, make informed decisions and then act on them. The system uses computer vision, data science, and deep learning algorithms to detect early symptoms of weeds, uneven emergence, nutrient deficiencies, disease/insect infestations, water damage, equipment problems and more so that farmers can address issues quickly and understand the impact on yield and cost of production. Taranis was founded in 2014 and is based in Tel Aviv-Yafo, Israel."
923,Tavus,tavus,,Applications - Horizontal,Video Generation,United States,2020,$0.13M,https://www.tavus.io/,"Tavus offers hyper-personalized AI recording that aim to help sales teams' with outreach efforts.
"
196,Tealium,tealium,,Infrastructure,Data Integration,United States,2008,$263.9M,https://tealium.com/,"Tealium develops a customer data platform, comprised of an enterprise tag management solution, omnichannel customer segmentation and action engine, and suite of rich data services, creating a vendor-neutral data foundation that spans web, mobile, offline, and IoT. The firm primarily serves financial services, healthcare, retail, sports & entertainment, and hospitality industries. It was founded in 2008 and is based in San Diego, California."
393,Tealium,tealium,,Analytics,Customer Data Platforms,United States,2008,$263.9M,https://tealium.com/,"Tealium develops a customer data platform, comprised of an enterprise tag management solution, omnichannel customer segmentation and action engine, and suite of rich data services, creating a vendor-neutral data foundation that spans web, mobile, offline, and IoT. The firm primarily serves financial services, healthcare, retail, sports & entertainment, and hospitality industries. It was founded in 2008 and is based in San Diego, California."
554,Tecton,tecton,,Machine Learning & Artificial Intelligence,MLOps,United States,2019,$160M,https://www.tecton.ai/,"Tecton offers a fully-managed ML feature platform that orchestrates the complete lifecycle of features, from transformation to online serving, with enterprise-grade SLAs. Its platform can also monitor data pipelines, calculate the latency and processing costs, and retrieve historical features to train systems in production. The company was founded in 2019 and is based in San Francisco, California."
367,Tellius,tellius,,Analytics,Data Analyst Platforms,United States,2015,$31.75M,https://www.tellius.com/,"Tellius provides typical BI features such as dashboards and data preparation with AI-powered capabilities. Its Genius Insights Engine analyzes data automatically to reveal hidden insights and eliminate the guesswork from the analysis. The company was founded in 2015 and is based in Reston, Virginia."
1000,Tempus,tempus,,Applications - Industry,Healthcare,United States,2015,$1345M,https://www.tempus.com/,"Tempus builds a library of molecular and clinical data as well as a corresponding operating system for data accessibility and use. The company enables physicians to deliver personalized cancer care for patients through its interactive analytical and machine-learning platform. It provides genomic sequencing services and molecular and therapeutic data analysis to empower physicians to make real-time, data-driven decisions. It serves clients in the healthcare sector. The company was founded in 2015 and is based in Chicago, Illinois."
1287,TensorBoard,tensorboard,,Open Source Infrastructure,Open Source Infra - Visualizations,,,,https://github.com/tensorflow/tensorboard,"TensorFlow's Visualization Toolkit
"
1241,TensorFlow,tensorflow,,Open Source Infrastructure,AI Frameworks & Libraries,,,,https://github.com/tensorflow/tensorflow,"An Open Source Machine Learning Framework for Everyone
"
659,Tenstorrent,tenstorrent,,Machine Learning & Artificial Intelligence,AI Hardware,Canada,2016,$221.03M,https://tenstorrent.com/,"TensTorrent develops a high-performance processor ASICs, specifically engineered for deep learning and smart hardware. The company's processor is designed to excel at both learning and inference, while being software-programmable to support the future in the field of machine learning. The processor's architecture easily scales from battery-powered IoT devices to large cloud servers, and surpasses today's solutions by several orders of magnitude in raw performance and energy efficiency.
"
21,Teradata,teradata,,Infrastructure,MPP DBs,United States,1979,,https://www.teradata.com/,"Teradata provides analytic data platforms, marketing and analytic applications, and consulting services. Teradata helps organizations collect, integrate, and analyze all of their data so they can know more about their customers and business.
"
122,TerminusDB,terminusdb,,Infrastructure,Graph DBs,Ireland,$4.29M,,https://terminusdb.com/,"TerminusDB is an open source model driven graph database for knowledge graph representation designed specifically for the web-age.
"
793,TermScout,termscout,,Applications - Enterprise,Legal,United States,2018,,https://www.termscout.com/,"TermScout is a legal-tech company that offers solutions for contract review services. It provides clients with competitive data to draft competitive contracts. Its platform enables clients to engage in a third-party contract review process. The company was founded in 2018 and is based in Denver, Colorado."
1382,Ternary Data,ternary data,,Data & AI Consulting,Data & AI Consulting,,,,https://www.ternarydata.com/,
1034,Tesla,tesla,,Applications - Industry,Transportation,United States,2003,$278M,https://www.tesla.com/,"Tesla (NASDAQ: TSLA) is an automaker and energy storage company that designs and sells highway-capable electric vehicles. It also sells patented power train components to other automakers, including the battery pack and charger for the electric Smart, built by German carmaker Daimler. Tesla sells its cars both online and via showrooms in major metropolitan areas.
"
757,Textio,textio,,Applications - Enterprise,Human Capital,United States,2014,$42.5M,https://textio.com/,"Textio provides an artificial intelligence platform that analyzes business documents as they're being written to forecast and improve their performance. The company's first product, Textio Talent, optimizes job listings, recruiting email, and other talent content.
"
762,The Predictive Index,the predictive index,,Applications - Enterprise,Human Capital,United States,1955,$89.5M,https://www.predictiveindex.com/,"The Predictive Index (PI), formerly PI Worldwide, is a workforce assessment platform used to define behavioral and cognitive job requirements, hire candidates, and keep them engaged. It aligns business strategy with people strategy for optimal business results. The solution aims to enable companies to design teams and cultures, make objective hiring decisions, and foster engagement. The company serves clients in the United States. It was founded in 1995 and is based in Westwood, Massachusetts."
1314,The World Bank,the world bank,,Data Sources & APIs,Financial & Market Data,United States,1945,,https://www.worldbank.org/en/home,"World Bank, a member of the World Bank Group, is a vital source of financial and technical assistance to developing countries around the world. The bank's mission is to fight poverty with passion and professionalism for lasting results, and to help people help themselves and their environment by providing resources, sharing knowledge, building capacity, and forging partnerships in the public and private sectors.
"
1407,ThirdEye,thirdeye,,Data & AI Consulting,Data & AI Consulting,United States,,,https://thirdeyedata.ai/,"ThirdEye's technology aims to help the visually impaired via an object recognition auditory feedback app.
"
1313,Thomson Reuters,thomson reuters,,Data Sources & APIs,Financial & Market Data,Canada,2008,,https://www.thomsonreuters.com/en.html,"Thomson Reuters (NYSE: TRI) provides news and information for professionals in the financial and risk, legal, tax and accounting, intellectual property and science, and media markets. The company was founded in 2008 and is based in Toronto, Canada."
331,ThoughtSpot,thoughtspot,,Analytics,BI Platforms,United States,2012,$673.7M,https://www.thoughtspot.com/,"ThoughtSpot is a modern analytics cloud company that creates a fact-driven world with an easy-to-use analytics platform. Through its platform, users can leverage natural language search and AI to find data insights on Live Analytics. Companies can put modern data stacks in the hands of employees, extend the value of data to partners and customers, and automate entire business processes. With ThoughtSpot’s developer-friendly platform, ThoughtSpot Everywhere, customers can bring the Modern Analytics Cloud to their products and services. The company was founded in 2012 and is based in Mountain View, California."
475,Tibco,tibco,,Machine Learning & Artificial Intelligence,Data Science Platforms,United States,1997,$27.03M,https://www.tibco.com/,"TIBCO Software focuses on infrastructure and business intelligence software. It offers products such as TIBCO Cloud integration, TIBCO Cloud API management, TIBCO BusinessWorks, TIBCO BusinessConnect and more. The company caters to banking, credit union, energy, government, healthcare, insurance and more. TIBCO Software was founded in 1997 and is based in Palo Alto, California."
328,Tibco Spotfire,tibco spotfire,,Analytics,BI Platforms,United States,1997,$27.03M,https://www.tibco.com/products/tibco-spotfire,"TIBCO Software focuses on infrastructure and business intelligence software. It offers products such as TIBCO Cloud integration, TIBCO Cloud API management, TIBCO BusinessWorks, TIBCO BusinessConnect and more. The company caters to banking, credit union, energy, government, healthcare, insurance and more. TIBCO Software was founded in 1997 and is based in Palo Alto, California."
1204,Tidyverse,tidyverse,,Open Source Infrastructure,Stat Tools & Languages,,,,https://github.com/tidyverse/tidyverse,"Easily install and load packages from the tidyverse
"
125,TigerGraph,tigergraph,,Infrastructure,Graph DBs,United States,2012,$174.04M,https://www.tigergraph.com/,"TigerGraph is a provider of a native complete, distributed and parallel graph database platform for enterprise applications, which powers real-time deep link analytics for enterprises with complex and colossal amounts of data, a cloud service and GraphStudio, a visual software development kit (SDK) designed for technical and non-technical users to create, explore and query graphs visually. The company was founded in 2012 and is based in Redwood City, California."
107,Timescale,timescale,,Infrastructure,NewSQL Databases,United States,2015,$181.06M,https://www.timescale.com/,"Timescale is an open-source time-series database specifically designed for ease of use and complex queries that is fully compatible with Postgres. The company focuses on developers and businesses working with machine data and IoT. The company was founded in 2015 and is based in New York, New York."
242,Timeseer,timeseer,,Infrastructure,Data Quality & Observability,Belgium,2020,$6M,https://www.timeseer.ai/,"Timeseer offers a time-series data reliability and observability platform that automates the overall data orchestration throughout and organization to deliver on-demand data to organizational customers.
"
1307,Tink,tink,,Data Sources & APIs,Financial & Market Data,Sweden,2012,$309.17M,https://tink.com/,"Tink enables banks to become data-driven, capture the opportunities of open banking, and deliver a more personal, intelligent financial experience to their users. Tink provides APIs as building blocks to create banking services. The company's products include account aggregation, categorization, payment initiation, and personal finance management. On June 24th, 2021, Tink was acquired by Visa at a valuation of $2.15B."
51,Tinybird,tinybird,,Infrastructure,Streaming/In-Memory,Spain,2019,$40M,https://www.tinybird.co/,"Tinybird helps data teams build real-time data products at scale through SQL-based API endpoints. It ingests millions of rows per second and serves low latency, high concurrency analytical queries over any amount of data. It was founded in 2019 and is based in Madrid, Spain."
513,Tonic AI,tonic ai,,Machine Learning & Artificial Intelligence,Data Generation & Labelling,United States,2018,$43M,https://www.tonic.ai/,"Tonic.ai automatically creates mock data that preserves characteristics of secure datasets so that developers, data scientists, and salespeople can work without breaching privacy. It offers data that is modeled from a client's production data to help tell an identical story in the client's testing environments. The company was founded in 2018 and is based in San Francisco, California."
780,Tonkean,tonkean,,Applications - Enterprise,Automation & Operations,United States,2016,$83.2M,https://tonkean.com/,"Tonkean offers a digital platform featuring robotic automation for enterprises. Tonkean's platform acts as an operating system for operations teams and allows users to manage and streamline business processes, formulas and reporting with no-code.
"
903,Topaz Labs,topaz labs,,Applications - Horizontal,Image,United States,2006,,https://www.topazlabs.com/,"Topaz Labs develops plugins and standalone software for professional photo editing. Each Topaz Labs plugin is designed and optimized for a specific purpose. All provide advanced functionalities and deliver natural-looking results. Topaz Labs plugins are built for professional photographers, and high-quality images are their priority.
"
1271,Toshi Search,toshi search,,Open Source Infrastructure,Open Source Infra - Search,,,,https://github.com/toshi-search/Toshi,"A full-text search engine in rust
"
346,Toucan Toco,toucan toco,,Analytics,Analytics - Visualization,France,2014,$14.78M,https://www.toucantoco.com/en/,"Toucan Toco provides a data storytelling platform that allows organizations to provide insights to non-technical business users.
"
370,Trace,trace,,Analytics,Data Analyst Platforms,,,,https://www.hellotrace.io/,"
"
944,Tractable,tractable,,Applications - Industry,Finance & Insurance,United Kingdom,2014,$119.83M,https://tractable.ai/,"Tractable develops artificial intelligence systems for accident and disaster recovery. Its AI solutions process over $2B a year in vehicle repairs and purchases, and have been deployed by insurers across Europe, North America, and Asia, helping households recover from accidents faster."
301,Transcend,transcend,,Infrastructure,Privacy & Security,United States,2017,$28.95M,https://transcend.io/,"Transcend develops an end-to-end solution for handling requests to access, erase, update, and transfer personal data. It seeks to give users more control over their data by making it easier for them to see how apps are using their personal data and downloading it.
"
193,tray.io,tray.io,,Infrastructure,Data Integration,United States,2012,$149.12M,https://tray.io/,"Tray.io offers a low-code automation platform that can turn unique business processes into repeatable and scalable workflows that evolve whenever business needs change. The self-service platform enables users to build integrations using any API and connect enterprise applications at scale without incremental costs. The platform has applications in areas such as eCommerce, IT, marketing, marketing ops, product, sales, and sales ops. The company was founded in 2012 and is based in San Francisco, California."
386,Treasure Data,treasure data,,Analytics,Customer Data Platforms,United States,2011,$286.5M,https://www.treasuredata.com/,"Treasure Data is a cloud-based enterprise customer data platform (CDP) that lets non-specialists get value out of data without a big IT overhead. The company provides the ability to aggregate and translate massive volumes of scattered and siloed data.
"
1393,Tribe.ai,tribe.ai,,Data & AI Consulting,Data & AI Consulting,,,,https://www.tribe.ai/,
1139,Trino,trino,,Open Source Infrastructure,Query/Dataflow,,,,https://github.com/trinodb/trino,"Official repository of Trino, the distributed SQL query engine for big data, formerly known as PrestoSQL (<https://trino.io>)
"
296,TripleBlind,tripleblind,,Infrastructure,Privacy & Security,United States,2019,$32.2M,https://tripleblind.com/,"TripleBlind offers digital privacy as a service with a suite of tools that enables companies to safely provide and consume extremely sensitive data and algorithms in encrypted space.
"
426,TRM,trm,,Analytics,Crypto & Web 3 Analytics,United States,2017,$150.05M,https://www.trmlabs.com/,"TRM Labs offers a platform designed specifically to streamline on-chain AML compliance for digital asset companies, saving them time and reducing risk. The TRM platform includes solutions for on-chain customer due diligence, transaction monitoring, and customer relationship management. It was founded in 2017 and is based in San Francisco, California."
1322,Truelayer,truelayer,,Data Sources & APIs,Financial & Market Data,United Kingdom,2016,$271.8M,https://truelayer.com/,"TrueLayer offers developers an easy way to access the bank data they need to build financial apps and services, helping startups and banks alike to drive products in financial services. TrueLayer supports account verification, KYC processes, and transactional data for account aggregation, credit scoring, and risk assessment.
"
520,Truera,truera,,Machine Learning & Artificial Intelligence,MLOps,United States,2019,$42.28M,https://truera.com/,"TruEra helps companies to build and maintain better ML models, faster. TruEra provides a suite of AI quality solutions that help enterprises analyze machine learning, improve and monitor model quality, and build trust. Powered by Artificial Intelligence (AI) Explainability technology, the TruEra platform helps eliminate the black box surrounding widely used AI and ML technologies. This visibility leads to higher quality, explainable models that sustainably achieve measurable business results, address unfair bias, and ensure governance and compliance. TruEra serves companies in industries including aerospace and defense, banking, government, healthcare, insurance, and manufacturing. The company was formerly known as AILens. TruEra was founded in 2019 and is based in Redwood City, California"
1371,Truvalue Labs,truvalue labs,,Data Sources & APIs,ESG,United States,2013,$15.1M,https://developer.truvaluelabs.com/data/esg-ranks,"TruValue Labs is a provider of real-time sustainability data analytics for investors, financial institutions, and corporations globally. The company is the developer of Insight360, an artificial intelligence engine that identifies a company's ESG performance trajectory so users can make informed investment decisions. The platform offers solutions for asset managers, asset owners, wealth managers, and research analysts. On October 20, 2020 TruValue Labs was acquired by FactSet. The terms of the transaction were not disclosed."
763,Turing,turing,,Applications - Enterprise,Human Capital,United States,2018,$136.05M,https://www.turing.com/,"Turing helps source, vet, and ultimately connect developers with tech companies that need them for either short- or long-term engagements.
"
